Transaction_ID,Transaction_Date,Transaction_Date_Only,Transaction_Year,Transaction_Month_Number,Transaction_Month_Name,Transaction_Year_Month,Transaction_Amount,Flagged_Fraud_Amount,Fraudulent,Fraud_Probability,Risk_Score,Risk_Score_Band,Prediction_Label,Fraud_Prediction,Fraud_Status,Risk_Level,High_Risk_Flag,Primary_Risk_Reason,Risk_Reasons,Recommended_Action,Merchant_Category,Payment_Method,Device_Type,Location,Transaction_Type,Time_Risk,Keyword_Risk,Is_International,Is_Night,Suspicious_Keyword,High_Amount_Deviation,International_Night,International_Keyword,Behavioral_Risk_Count,Amount_vs_Average_Spend,Transactions_per_Account_Age
T103587,2023-04-28 10:16:00,2023-04-28,2023,4,April,2023-04,114.99,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,PayPal,POS,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.338206,2.815385
T103588,2023-07-19 12:53:00,2023-07-19,2023,7,July,2023-07,10.77,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Debit Card,Desktop,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.041654,0.170335
T103589,2023-03-31 14:41:00,2023-03-31,2023,3,March,2023-03,17.49,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,Credit Card,POS,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.039581,0.201461
T103590,2023-08-01 12:25:00,2023-08-01,2023,8,August,2023-08,242.0,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,High transaction amount deviation,Transaction amount significantly above average,Normal,Electronics,UPI,Mobile,Hyderabad,Domestic,Day,Normal,0,0,No,1,0,0,0,8.270677,0.125196
T103591,2023-02-18 06:05:00,2023-02-18,2023,2,February,2023-02,15.44,0.0,0,0.086752,8.68,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,Debit Card,Desktop,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.047043,0.063465
T103592,2023-08-25 03:37:00,2023-08-25,2023,8,August,2023-08,67.1,0.0,1,0.663664,66.37,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Entertainment,Credit Card,POS,Bengaluru,Domestic,Night,Normal,0,1,No,0,0,0,1,0.275045,0.149545
T103593,2023-01-12 22:58:00,2023-01-12,2023,1,January,2023-01,69.27,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,UPI,Desktop,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.809134,0.473154
T103594,2023-07-16 14:08:00,2023-07-16,2023,7,July,2023-07,53.81,0.0,0,0.072677,7.27,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,NetBanking,Mobile,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.143804,0.193823
T103595,2024-02-06 01:54:00,2024-02-06,2024,2,February,2024-02,82.79,82.79,0,0.714295,71.43,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Grocery,UPI,POS,Mumbai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.391368,0.013953
T103596,2024-01-13 08:04:00,2024-01-13,2024,1,January,2024-01,20.89,0.0,0,0.075824,7.58,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,NetBanking,Mobile,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.077233,0.119382
T103597,2023-10-31 18:55:00,2023-10-31,2023,10,October,2023-10,64.36,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,NetBanking,POS,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.132986,0.044543
T103598,2023-06-03 01:21:00,2023-06-03,2023,6,June,2023-06,37.24,0.0,0,0.68743,68.74,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Electronics,NetBanking,Mobile,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.15001,0.057453
T103599,2023-02-21 18:29:00,2023-02-21,2023,2,February,2023-02,86.7,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,PayPal,Mobile,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.209699,0.05617
T103600,2023-11-26 02:29:00,2023-11-26,2023,11,November,2023-11,12.18,0.0,0,0.676136,67.61,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Grocery,PayPal,Desktop,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.031466,0.13245
T103601,2023-03-03 11:51:00,2023-03-03,2023,3,March,2023-03,67.68,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,NetBanking,Mobile,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.202181,0.012761
T103602,2023-06-16 10:22:00,2023-06-16,2023,6,June,2023-06,16.39,0.0,0,0.684199,68.42,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,International transaction,International transaction,Monitor,Travel,Credit Card,Desktop,Chennai,International,Day,Normal,1,0,No,0,0,0,1,0.036468,0.083218
T103603,2023-06-01 21:45:00,2023-06-01,2023,6,June,2023-06,26.13,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,NetBanking,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.196053,0.135079
T103604,2023-10-13 22:31:00,2023-10-13,2023,10,October,2023-10,19.74,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,Debit Card,Mobile,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.047892,0.131624
T103605,2023-01-30 18:15:00,2023-01-30,2023,1,January,2023-01,16.15,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,NetBanking,Mobile,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.08277,0.02765
T103606,2023-03-08 19:53:00,2023-03-08,2023,3,March,2023-03,139.76,139.76,0,0.72366,72.37,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction,Immediate Review,Travel,PayPal,POS,Delhi,International,Day,Normal,1,0,No,0,0,0,1,0.342448,0.128205
T103607,2023-08-04 23:18:00,2023-08-04,2023,8,August,2023-08,26.92,0.0,0,0.074456,7.45,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,PayPal,Desktop,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.106842,0.136971
T103608,2023-04-26 10:55:00,2023-04-26,2023,4,April,2023-04,209.52,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,Debit Card,POS,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.486939,0.180861
T103609,2023-12-11 17:54:00,2023-12-11,2023,12,December,2023-12,280.33,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Debit Card,Desktop,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.625081,0.195329
T103610,2023-11-19 18:08:00,2023-11-19,2023,11,November,2023-11,67.75,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,UPI,Mobile,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.223708,0.911765
T103611,2023-05-09 14:34:00,2023-05-09,2023,5,May,2023-05,12.35,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,Credit Card,POS,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.047731,0.012807
T103612,2023-10-23 05:32:00,2023-10-23,2023,10,October,2023-10,37.54,0.0,0,0.679193,67.92,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Entertainment,Credit Card,Desktop,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.095325,0.127572
T103613,2023-03-02 14:37:00,2023-03-02,2023,3,March,2023-03,127.85,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,Credit Card,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.907897,0.116487
T103614,2023-09-13 13:15:00,2023-09-13,2023,9,September,2023-09,36.63,0.0,0,0.072896,7.29,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,High transaction amount deviation,Transaction amount significantly above average,Normal,Food,PayPal,Desktop,Kolkata,Domestic,Day,Normal,0,0,No,1,0,0,0,2.090753,0.017733
T103615,2023-10-31 06:15:00,2023-10-31,2023,10,October,2023-10,7.28,0.0,0,0.085225,8.52,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Credit Card,Desktop,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.034753,0.994872
T103616,2023-06-24 03:27:00,2023-06-24,2023,6,June,2023-06,65.1,65.1,0,0.692004,69.2,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Grocery,UPI,Mobile,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.251536,0.079389
T103617,2024-01-31 09:15:00,2024-01-31,2024,1,January,2024-01,149.21,149.21,0,0.694795,69.48,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction,Immediate Review,Grocery,UPI,POS,Kolkata,International,Day,Normal,1,0,No,0,0,0,1,0.958564,0.055527
T103618,2023-05-19 04:34:00,2023-05-19,2023,5,May,2023-05,127.14,127.14,1,0.853978,85.4,High Risk,Fraud,1,Predicted Fraud,High,1,Multiple behavioral risk indicators,Night-time transaction | Suspicious keyword detected | Multiple behavioral risk indicators,Immediate Review,Travel,Credit Card,Mobile,Chennai,Domestic,Night,Suspicious Keyword,0,1,Yes,0,0,0,2,0.642608,0.099466
T103619,2024-02-17 18:25:00,2024-02-17,2024,2,February,2024-02,15.4,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,Debit Card,POS,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.204787,0.286017
T103620,2023-04-05 16:29:00,2023-04-05,2023,4,April,2023-04,89.37,89.37,0,0.733838,73.38,High Risk,Fraud,1,Predicted Fraud,High,1,International transaction,International transaction,Immediate Review,Grocery,UPI,Desktop,Hyderabad,International,Day,Normal,1,0,No,0,0,0,1,0.612669,0.263889
T103621,2023-01-10 18:10:00,2023-01-10,2023,1,January,2023-01,19.93,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,Debit Card,Desktop,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.15613,0.013699
T103622,2023-09-19 10:57:00,2023-09-19,2023,9,September,2023-09,19.69,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,PayPal,Desktop,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.125032,0.120317
T103623,2023-11-12 16:36:00,2023-11-12,2023,11,November,2023-11,165.76,0.0,0,0.073692,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,UPI,POS,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,1.058899,0.101288
T103624,2023-10-16 09:42:00,2023-10-16,2023,10,October,2023-10,22.98,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,Debit Card,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.080947,0.070039
T103625,2023-12-30 08:40:00,2023-12-30,2023,12,December,2023-12,24.44,24.44,0,0.812194,81.22,High Risk,Fraud,1,Predicted Fraud,High,1,Suspicious keyword detected,Suspicious keyword detected,Immediate Review,Travel,Credit Card,POS,Pune,Domestic,Day,Suspicious Keyword,0,0,Yes,0,0,0,1,0.18405,0.138627
T103626,2023-07-27 16:01:00,2023-07-27,2023,7,July,2023-07,0.05,0.0,0,0.072677,7.27,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,PayPal,Desktop,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.000106,0.084491
T103627,2023-02-11 02:33:00,2023-02-11,2023,2,February,2023-02,163.63,163.63,0,0.69336,69.34,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Utilities,NetBanking,Desktop,Kolkata,Domestic,Night,Normal,0,1,No,0,0,0,1,0.62809,0.369048
T103628,2023-01-31 09:36:00,2023-01-31,2023,1,January,2023-01,125.85,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,NetBanking,Mobile,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,1.719497,0.00655
T103629,2023-04-03 06:52:00,2023-04-03,2023,4,April,2023-04,78.96,0.0,0,0.087512,8.75,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,Credit Card,POS,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.537106,0.020686
T103630,2024-01-20 21:21:00,2024-01-20,2024,1,January,2024-01,110.99,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,PayPal,Desktop,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.301948,0.152584
T103631,2023-02-07 10:50:00,2023-02-07,2023,2,February,2023-02,13.19,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,PayPal,POS,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.790294,0.125426
T103632,2023-03-08 05:51:00,2023-03-08,2023,3,March,2023-03,49.05,49.05,0,0.717685,71.77,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Fashion,PayPal,POS,Bengaluru,Domestic,Night,Normal,0,1,No,0,0,0,1,0.104466,0.031915
T103633,2023-12-22 02:35:00,2023-12-22,2023,12,December,2023-12,34.61,0.0,0,0.667246,66.72,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Fashion,PayPal,Mobile,Delhi,Domestic,Night,Normal,0,1,No,0,0,0,1,0.151705,0.107769
T103634,2023-09-03 18:22:00,2023-09-03,2023,9,September,2023-09,7.88,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,NetBanking,Mobile,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.029699,0.026144
T103635,2023-06-30 08:11:00,2023-06-30,2023,6,June,2023-06,53.26,0.0,0,0.074782,7.48,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,Debit Card,Desktop,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.107744,0.029944
T103636,2023-10-30 23:22:00,2023-10-30,2023,10,October,2023-10,202.8,0.0,0,0.072677,7.27,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,PayPal,Mobile,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.79012,0.148189
T103637,2023-04-01 15:55:00,2023-04-01,2023,4,April,2023-04,3.27,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Travel,Debit Card,POS,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.006893,0.075949
T103638,2023-08-18 10:25:00,2023-08-18,2023,8,August,2023-08,27.56,0.0,0,0.072677,7.27,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Electronics,PayPal,Mobile,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.060114,0.09323
T103639,2023-03-24 00:12:00,2023-03-24,2023,3,March,2023-03,18.61,0.0,0,0.66406,66.41,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Health,UPI,POS,Delhi,Domestic,Night,Normal,0,1,No,0,0,0,1,0.039492,0.00695
T103640,2023-05-09 13:03:00,2023-05-09,2023,5,May,2023-05,21.76,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,UPI,Desktop,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.053325,0.111411
T103641,2024-01-24 03:03:00,2024-01-24,2024,1,January,2024-01,191.26,191.26,1,0.803166,80.32,High Risk,Fraud,1,Predicted Fraud,High,1,International + night-time,International transaction | Night-time transaction | International + night-time pattern | Multiple behavioral risk indicators,Immediate Review,Fashion,UPI,POS,Bengaluru,International,Night,Normal,1,1,No,0,1,0,2,1.232028,0.108209
T103642,2024-02-08 03:43:00,2024-02-08,2024,2,February,2024-02,50.5,50.5,1,0.70706,70.71,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Food,PayPal,Mobile,Delhi,Domestic,Night,Normal,0,1,No,0,0,0,1,0.280977,0.049278
T103643,2023-11-26 21:46:00,2023-11-26,2023,11,November,2023-11,50.23,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,Debit Card,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.265992,0.72549
T103644,2023-04-18 01:28:00,2023-04-18,2023,4,April,2023-04,114.36,114.36,1,0.845118,84.51,High Risk,Fraud,1,Predicted Fraud,High,1,Multiple behavioral risk indicators,Night-time transaction | Suspicious keyword detected | Multiple behavioral risk indicators,Immediate Review,Travel,NetBanking,Desktop,Bengaluru,Domestic,Night,Suspicious Keyword,0,1,Yes,0,0,0,2,0.233483,0.054602
T103645,2023-08-03 19:44:00,2023-08-03,2023,8,August,2023-08,13.43,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,Credit Card,Mobile,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.071907,0.206799
T103646,2023-09-03 03:11:00,2023-09-03,2023,9,September,2023-09,53.44,53.44,1,0.816928,81.69,High Risk,Fraud,1,Predicted Fraud,High,1,International + night-time,International transaction | Night-time transaction | International + night-time pattern | Multiple behavioral risk indicators,Immediate Review,Health,NetBanking,Desktop,Bengaluru,International,Night,Normal,1,1,No,0,1,0,2,0.844768,0.058703
T103647,2024-02-09 20:51:00,2024-02-09,2024,2,February,2024-02,44.97,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,PayPal,Desktop,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.114901,0.01215
T103648,2023-12-01 20:07:00,2023-12-01,2023,12,December,2023-12,72.69,0.0,0,0.074456,7.45,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,UPI,Mobile,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.383852,0.021511
T103649,2024-01-08 13:07:00,2024-01-08,2024,1,January,2024-01,617.88,0.0,1,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,UPI,POS,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,1.966143,0.074139
T103650,2023-10-22 11:24:00,2023-10-22,2023,10,October,2023-10,117.38,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,Debit Card,Desktop,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.253553,0.033546
T103651,2023-09-25 14:31:00,2023-09-25,2023,9,September,2023-09,40.58,40.58,1,0.792673,79.27,High Risk,Fraud,1,Predicted Fraud,High,1,Suspicious keyword detected,Suspicious keyword detected,Immediate Review,Health,PayPal,POS,Mumbai,Domestic,Day,Suspicious Keyword,0,0,Yes,0,0,0,1,0.138973,0.024569
T103652,2023-07-30 17:41:00,2023-07-30,2023,7,July,2023-07,140.61,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,NetBanking,Mobile,Hyderabad,Domestic,Day,Normal,0,0,No,0,0,0,0,0.436041,0.001325
T103653,2023-07-13 06:51:00,2023-07-13,2023,7,July,2023-07,14.97,0.0,0,0.086287,8.63,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,PayPal,POS,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.046062,0.077193
T103654,2023-01-30 06:29:00,2023-01-30,2023,1,January,2023-01,2.47,0.0,0,0.086752,8.68,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Food,PayPal,POS,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.007966,0.044444
T103655,2023-01-19 16:02:00,2023-01-19,2023,1,January,2023-01,18.3,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,UPI,POS,Kolkata,Domestic,Day,Normal,0,0,No,0,0,0,0,0.207271,0.125613
T103656,2024-01-30 18:09:00,2024-01-30,2024,1,January,2024-01,33.29,0.0,0,0.072677,7.27,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,NetBanking,POS,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.142484,0.07483
T103657,2023-03-29 17:04:00,2023-03-29,2023,3,March,2023-03,57.16,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,High transaction amount deviation,Transaction amount significantly above average,Normal,Electronics,Credit Card,Mobile,Hyderabad,Domestic,Day,Normal,0,0,No,1,0,0,0,4.15407,0.060606
T103658,2023-02-24 20:42:00,2023-02-24,2023,2,February,2023-02,76.39,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,UPI,Mobile,Mumbai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.241077,0.067785
T103659,2023-06-20 22:04:00,2023-06-20,2023,6,June,2023-06,193.18,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,NetBanking,POS,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.661734,0.101322
T103660,2023-06-18 19:22:00,2023-06-18,2023,6,June,2023-06,57.04,0.0,0,0.072677,7.27,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Utilities,Debit Card,Mobile,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.343842,0.109091
T103661,2023-11-04 05:49:00,2023-11-04,2023,11,November,2023-11,55.66,55.66,1,0.703273,70.33,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Food,UPI,Mobile,Bengaluru,Domestic,Night,Normal,0,1,No,0,0,0,1,0.208691,0.085859
T103662,2023-05-08 07:51:00,2023-05-08,2023,5,May,2023-05,4.12,0.0,0,0.07822,7.82,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Grocery,Debit Card,Desktop,Delhi,Domestic,Day,Normal,0,0,No,0,0,0,0,0.016375,0.016298
T103663,2023-06-15 11:32:00,2023-06-15,2023,6,June,2023-06,2.84,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Entertainment,UPI,Mobile,Chennai,Domestic,Day,Normal,0,0,No,0,0,0,0,0.021361,0.132353
T103664,2023-09-07 01:25:00,2023-09-07,2023,9,September,2023-09,64.09,64.09,0,0.703252,70.33,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Grocery,PayPal,POS,Delhi,Domestic,Night,Normal,0,1,No,0,0,0,1,0.416954,0.201923
T103665,2024-01-23 17:55:00,2024-01-23,2024,1,January,2024-01,46.13,0.0,0,0.071892,7.19,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Fashion,NetBanking,Mobile,Bengaluru,Domestic,Day,Normal,0,0,No,0,0,0,0,0.12024,0.214286
T103666,2023-05-13 05:57:00,2023-05-13,2023,5,May,2023-05,146.2,146.2,0,0.707684,70.77,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Utilities,Debit Card,Mobile,Chennai,Domestic,Night,Normal,0,1,No,0,0,0,1,0.384423,0.073962
T103667,2023-07-06 01:29:00,2023-07-06,2023,7,July,2023-07,14.01,14.01,0,0.699918,69.99,High Risk,Fraud,1,Predicted Fraud,High,1,Night-time transaction,Night-time transaction,Immediate Review,Food,UPI,Mobile,Kolkata,Domestic,Night,Normal,0,1,No,0,0,0,1,0.058329,0.10548
T103668,2023-09-04 09:24:00,2023-09-04,2023,9,September,2023-09,2.02,0.0,0,0.073653,7.37,Low Risk,Legitimate,0,Predicted Legitimate,Low,0,No major risk indicator,No major behavioral risk indicators,Normal,Health,Debit Card,Mobile,Pune,Domestic,Day,Normal,0,0,No,0,0,0,0,0.005587,0.165929
T103669,2023-08-25 00:00:00,2023-08-25,2023,8,August,2023-08,47.69,0.0,0,0.683314,68.33,Medium Risk,Legitimate,0,Predicted Legitimate,Medium,0,Night-time transaction,Night-time transaction,Monitor,Grocery,UPI,Desktop,Hyderabad,Domestic,Night,Normal,0,1,No,0,0,0,1,0.206549,0.1939
